"241","001.027.148.000","001.027.151.255","18584576","18585599","中国","内蒙古","呼伦贝尔","*","联通","*
"
"242","001.027.152.000","001.027.175.255","18585600","18591743","中国","内蒙古","兴安盟","*","联通","*
"
"243","001.027.176.000","001.027.203.255","18591744","18598911","中国","内蒙古","赤峰","*","联通","*
"
"244","001.027.204.000","001.027.207.255","18598912","18599935","中国","内蒙古","呼和浩特","*","联通","*
"
"245","001.027.208.000","001.027.210.255","18599936","18600703","中国","内蒙古","鄂尔多斯","*","联通","*
"
"246","001.027.211.000","001.027.211.255","18600704","18600959","中国","内蒙古","呼和浩特","*","联通","*
"
"247","001.027.212.000","001.027.227.255","18600960","18605055","中国","内蒙古","呼伦贝尔","*","联通","*
"
"248","001.027.228.000","001.027.231.255","18605056","18606079","中国","内蒙古","通辽","*","联通","*
"
"249","001.027.232.000","001.027.235.255","18606080","18607103","中国","内蒙古","赤峰","*","联通","*
"
"250","001.027.236.000","001.027.239.255","18607104","18608127","中国","内蒙古","呼伦贝尔","*","联通","*
"
"251","001.027.240.000","001.027.243.255","18608128","18609151","中国","内蒙古","通辽","*","联通","*
"
"252","001.027.244.000","001.027.247.255","18609152","18610175","中国","内蒙古","呼伦贝尔","*","联通","*
"
"253","001.027.248.000","001.027.251.255","18610176","18611199","中国","内蒙古","兴安盟","*","联通","*
"
"254","001.027.252.000","001.027.255.255","18611200","18612223","中国","内蒙古","通辽","*","联通","*
"
"255","001.028.000.000","001.028.003.255","18612224","18613247","中国","内蒙古","鄂尔多斯","*","联通","*
"
"256","001.028.004.000","001.028.007.255","18613248","18614271","中国","内蒙古","包头","*","联通","*
"
"257","001.028.008.000","001.028.011.255","18614272","18615295","中国","内蒙古","鄂尔多斯","*","联通","*
"
"258","001.028.012.000","001.028.015.255","18615296","18616319","中国","内蒙古","乌兰察布","*","联通","*
"
"259","001.028.016.000","001.028.027.255","18616320","18619391","中国","内蒙古","乌兰察布","*","联通","*
"
"260","001.028.028.000","001.028.031.255","18619392","18620415","中国","内蒙古","呼和浩特","*","联通","*
"
"261","001.028.032.000","001.028.063.255","18620416","18628607","中国","内蒙古","呼和浩特","*","联通","*
"
"262","001.028.064.000","001.028.067.255","18628608","18629631","中国","内蒙古","呼和浩特","*","联通","*
"
"263","001.028.068.000","001.028.071.255","18629632","18630655","中国","内蒙古","呼和浩特","*","联通","*
"
"264","001.028.072.000","001.028.075.255","18630656","18631679","中国","内蒙古","呼和浩特","*","联通","*
"
"265","001.028.076.000","001.028.079.255","18631680","18632703","中国","内蒙古","包头","*","联通","*
"
"266","001.028.080.000","001.028.087.255","18632704","18634751","中国","内蒙古","乌海","*","联通","*
"
"267","001.028.088.000","001.028.095.255","18634752","18636799","中国","内蒙古","呼和浩特","*","联通","*
"
"268","001.028.096.000","001.028.099.255","18636800","18637823","中国","内蒙古","呼和浩特","*","联通","*
"
"269","001.028.100.000","001.028.111.255","18637824","18640895","中国","内蒙古","呼和浩特","*","联通","*
"
"270","001.028.112.000","001.028.115.255","18640896","18641919","中国","内蒙古","包头","*","联通","*
"
"271","001.028.116.000","001.028.119.255","18641920","18642943","中国","内蒙古","*","*","联通","*
"
"272","001.028.120.000","001.028.123.255","18642944","18643967","中国","内蒙古","呼和浩特","*","联通","*
"
"273","001.028.124.000","001.028.125.255","18643968","18644479","中国","内蒙古","鄂尔多斯","*","联通","*
"
"274","001.028.126.000","001.028.126.255","18644480","18644735","中国","内蒙古","乌海","*","联通","*
"
"275","001.028.127.000","001.028.127.255","18644736","18644991","中国","内蒙古","阿拉善盟","*","联通","*
"
